source_file,type,difficulty,topic,question_stem,answer_options,correct_index,correct_text,explanation
8. Haematology_Haematology_1.csv,Clinical,Hard,"[""haematology"", ""mds"", ""myelodysplastic syndromes""]","Edward is a 67 year old male who presents to the Emergency Department with fevers, diaphoresis, productive cough, and dyspnoea. He is noticeably pale and physical examination reveals conjunctival pallor, crackles in the mid-zone of the right lung, and diffuse petechiae and ecchymosis of his extremities. There is no lymphadenopathy or splenomegaly. He is 6 months post his last round of chemoradiotherapy for Prostate Cancer.
Full blood count reveals a low Red Cell Count, White Cell Count, and Platelet Count. Granulocyte count and Lymphocyte count are not significantly elevated. Mean Corpuscular Volume is elevated and Reticulocyte Count is decreased. His C-Reactive Protein is highly elevated. Further investigation reveals hypercellular bone marrow.
What is the most likely diagnosis?","[""Chronic Lymphocytic Leukaemia"", ""Chronic Myeloid Leukaemia"", ""Myelodysplastic Syndrome"", ""Myeloproliferative Neoplasm"", ""Post-chemotherapy Bone Marrow Hyperplasia""]",C,Myelodysplastic Syndrome,
4. Respiratory_Respiratory_6.csv,Clinical,Medium,"[""respiratory""]","An mother presents to her local GP with her 7 month old child who has a cough and fever 
The mother states that the child has had a dry cough, runny nose and fever of 38.2 for the last 2 days. Her child has been feeding normally and is producing multiple wet-nappies everyday. She denies noticing any rashes or change in the colour or frequency of stools.
Her pregnancy was uncomplicated, she went into labour at 37 weeks gestation and delivered vaginally. Her child is up to date with vaccinations for her age.
On examination, the respiratory rate is raised and the rest of the examination findings are within normal ranges. The child does not appear irritable. There is nasal flaring and moderate chest wall retractions. Auscultation of the chest reveals diffuse high-pitched wheezes and fine inspiratory crackles.
What is the MOST APPROPRIATE next step in managing this patient?","[""Oral prednisolone"", ""Commence antibiotics"", ""Conservative management, safety net and\\n        follow up in 1 week with GP"", ""Refer\\n            to the emergency department"", ""Conservative management, safety net and\\n        follow up in 2 days with local paediatrician""]",D,Refer\n            to the emergency department,
11. Dermatology_Dermatology_3.csv,Clinical,Easy,"[""dermatology""]","A 4-year-old child is brought into the GP clinic by his mother. He previously had a mild fever which disappeared 3 days prior to rash onset. He has no significant past medical history and a normal birth and developmental history.
Upon examination, there is a red rash on his face with perioral sparing, and a pink lacelike rash on his trunk and extremities. His vital signs are within normal limits, and he is afebrile.
What is the most likely cause of the rash?","[""Morbillivirus"", ""Varicella Zoster Virus"", ""Coxsackie A Virus"", ""Parvovirus B19"", ""Human Herpesvirus 6""]",D,Parvovirus B19,
12. Surgery & Anatomy_Ophthal_2.csv,Clinical,Medium,"[""angle glaucoma"", ""open"", ""ophthalmology"", ""surgery & anatomy""]","A 58-year-old woman presents to her GP for decreasing peripheral vision bilaterally particularly noticeable in thedark. This has been ongoing for the past few months. She also reports occasional headaches with some orbital pain and blurred vision. She has a history of type 2 diabetes and  rheumatoid arthritis for which she takes metformin, prednisolone and methotrexate and wears glasses for her myopia. 
What is her most likely diagnosis?","[""Closed-angle glaucoma"", ""Age-related macular degeneration"", ""Cataract"", ""Open-angle glaucoma"", ""Retinal detachment""]",D,Open-angle glaucoma,
3. Cardiology_Cardio_5.csv,Clinical,Medium,"[""cardiology""]","A 55 year-old woman has presented to the ED with chest pain and sudden onset shortness of breath. She had been in hospital recently for a hip fracture. 
Upon examination, she is tachycardic (110bpm), hypotensive (88/60), and crackles and decreased breath sounds are heard. 
Considering her most likely diagnosis, which of the following investigations would be able to confirm this diagnosis?","[""D-dimers"", ""Chest x-ray"", ""ECG"", ""Echocardiogram"", ""CT pulmonary angiogram""]",E,CT pulmonary angiogram,
3. Cardiology_Cardio_3.csv,Clinical,Hard,"[""cardiology""]","You are an intern working in a busy metropolitan hospital. A man is admitted to the Gastroenterology ward with acute dysphagia, and inability to tolerate oral intake. He is booked for an upper GI surgery in 2 days time. You start charting his regular medications. He is on 40mg BD of oral frusemide. 
What should you write on his drug chart?","[""Withhold frusemide until post procedure"", ""20mg IV BD Frusemide"", ""40mg IV BD Frusemide"", ""80mg IV BD Frusemide"", ""Cease frusemide and replace with hydrochlorothiazide""]",B,20mg IV BD Frusemide,
4. Respiratory_Respiratory_6.csv,Clinical,Medium,"[""respiratory""]","A 70-year-old female presents to the ED with complaints of sudden onset dyspnoea and pleuritic chest pain. She recently had a big fall and has been wheelchair bound for a few days. Her past medical history indicates previous DVT and a recent surgical history of a hip replacement. Her records indicate renal insufficiency.
Her vitals indicate that she is hypotensive with mild tachycardia but haemodynamically stable. On examination, auscultation shows dullness to percussion and decreased breath sounds on the right side of her chest.
You decide to put her on IV unfractionated heparin (UFH) for 5 days before starting her on oral Rivaroxaban.
Which of the following blood tests should be monitored?","[""Vitamin K level"", ""Troponin level"", ""INR level"", ""aPTT\\n            level"", ""PT level""]",D,aPTT\n            level,
11. Dermatology_Dermatology_2.csv,Clinical,Hard,"[""dermatology"", ""pityriasis rosea""]","David is a 21 year old university student that presents to the GP with a rash that has suddenly appeared on his arm. It is causing him much distress as it is quite big and obvious. He informs you that he has never had this kind of rash in his life, and does not ever remember suffering from any sort of rashes throughout his life.  He reports slight pruritus.
Upon further questioning, David tells you that he was feeling quite under the weather a couple of days ago with a cough, runny nose and a sore throat . He also has suffered from infectious mononucleosis and gonorrhoea in the past.
On examination, you see the rash below on the medial aspect of his forearm.
<INSERT PICTURE HERE>
You immediately recognise the rash and inform David of the diagnosis while letting him know that it is nothing serious. 5 days later, David returns in a distressed state, with a widespread macular rash on his back that he thinks looks like a fir tree.
What is the MOST LIKELY diagnosis?","[""Cellulitis"", ""Pityriasis Rosea"", ""Discoid eczema"", ""Psoriasis"", ""Pityriasis versicolor""]",B,Pityriasis Rosea,
3. Cardiology_Cardio_5.csv,Clinical,Easy,"[""cardiology""]","A 67 year old female came into the ED with chest discomfort. An ECG shows ST elevation in leads v1-4 and she is confirmed to have an occlusion of her left circumflex artery. 
She was started on unfractionated heparin, aspirin, ticagrelor and sublingual nitroglycerin. She is calm after being relieved of pain. She had childhood asthma and has a family history of Type 2 Diabetes Mellitus. 
Her BSL is 8 mmol/L, respiration rate 21/min and BP 115/65 mmHg. 
Following this episode, which of the following is the most appropriate long-term management of her STEMI?","[""Oral metoprolol\\n"", ""Oral atorvastatin\\n"", ""IV insulin\\n"", ""IV furosemide \\n"", ""IV morphine\\n""]",B,Oral atorvastatin\n,
8. Haematology_Haematology_1.csv,Clinical,Hard,"[""anaemia"", ""b12"", ""b12 deficiency"", ""haematology"", ""pernicious anaemia""]","Beth is a 27-year-old female who is visiting her GP. She presented 6 months ago with fatigue and weakness. A macrocytic, megaloblastic anaemia with low serum B12 levels was discovered on blood tests. Given her long-term vegan diet, she was started on oral B12 supplements which she reports taking as instructed. Her fatigue has not resolved and recently she has begun to notice paraesthesia in her toes.
Which blood test would NOT be useful in investigating the true cause of her B12 deficiency?","[""Anti-tissue transglutaminase antibodies"", ""Chief cell antibodies"", ""Intrinsic factor antibodies"", ""Parietal cell antibodies"", ""Serum gastrin assay""]",B,Chief cell antibodies,
16. Obstetrics & Gynaecology_Obstetrics_2.csv,Clinical,Hard,"[""obstetrics"", ""obstetrics & gynaecology""]","A 22 year old woman presents to the GP with severe morning sickness and vaginal bleeding. She has not yet seen a doctor throughout her pregnancy but has calculated that it has been 11 weeks since her last menstrual period. Additionally, she has performed a home pregnancy test which was positive. She is worried that she is having a miscarriage due to the bleeding but she currently has no pain. 
On examination, the fundus is felt at the umbilicus. A pelvic ultrasound is performed and shown below. 
<INSERT IMAGE HERE>
What is the most likely diagnosis?","[""Threatened miscarriage"", ""Normal pregnancy"", ""Multiple pregnancy"", ""Missed miscarriage"", ""Gestational trophoblastic disease""]",E,Gestational trophoblastic disease,
11. Dermatology_Dermatology_3.csv,Clinical,Easy,"[""dermatology""]","A 65 year old male presents to his GP  with a suspicious non-tender mole on his neck. He states that he grew up on the sunshine coast where he would frequent the beach to get tanned. He claims that the mole has gotten larger over the last couple of weeks. No bleeding has occured to date.
On examining the mole, it is non-symmetrical, has irregular borders and is elevated from the skin. The skin around it appears normal.
From these features, what is the most likely diagnosis?","[""Benign mole"", ""Basal Cell Carcinoma"", ""Sun Spot"", ""Melanoma\\n"", ""Squamous Cell carcinoma""]",D,Melanoma\n,
16. Obstetrics & Gynaecology_Gynae_1.csv,Clinical,Easy,"[""endometrial cancer"", ""obstetrics & gynaecology""]","Wilma is a 52 year old female who presents to the gynaecology clinic with post-menopausal bleeding. She was previously completely amenorrhoeic for a period of two years; recently, she has had a return of bleeding and is concerned. She has no other symptoms and her last cervical screening test was last year, returning normal results. 
What is the most important next step for Wilma regarding her current complaint, after history and physical examination?","[""Dilatation and Curettage in theatre with biopsy"", ""Discharge and reassurance that this will settle"", ""High vaginal swab and endocervical PCR"", ""Speculum examination and Cervical Screening Test"", ""Transvaginal ultrasound to measure endometrial thickness""]",E,Transvaginal ultrasound to measure endometrial thickness,
4. Respiratory_Respiratory_5.csv,Clinical,Medium,"[""respiratory""]","A 2 year old Sally comes into the ED with increasing respiratory distress. She is febrile and tachypneic. 
On examination, a thick grey membrane can be seen blocking her airway. Her neck is visibly enlarged as well. There are reduced breath sounds in both lungs. 
On questioning, it is revealed that her parents do not believe in vaccinations and thus Sally has not received some of her childhood vaccinations. 
Which vaccine did Sally not receive, resulting in her symptoms?","[""Hib vaccine"", ""IPV"", ""DTPa vaccine"", ""Pneumococcal vaccine"", ""MMR vaccine""]",C,DTPa vaccine,
8. Haematology_Haematology_2.csv,Clinical,Medium,"[""haematology"", ""myelodysplastic syndrome""]","A 75-year-old pale-looking woman presents to her GP with ongoing fatigue, weakness and cough. She has presented with chest infections at least 5 times in the last 4 months and states that she has been getting sick often. She has a history of breast cancer for which she had a mastectomy with radiation therapy 10 years ago. She is a smoker with a 40 pack year history and drinks socially. 
Laboratory results show a WBC count of 3.3x10^9 (4.0-11.0 x10^9) with 1200 neutrophils, haemoglobin 9.4 (11.5-16.5) and MCV of 108 (80-100) and platelet count of 344,000 (150-400x10^9) with normal vitamin B12, folate and iron levels. Her renal and hepatic functions are within normal range. 
What is the most likely diagnosis for this patient?","[""Liver cirrhosis"", ""Hypothyroidism"", ""Thalassemia"", ""Myelodysplastic syndrome"", ""Alcohol induced macrocytosis""]",D,Myelodysplastic syndrome,
5. Gastroenterology_Gastroenterology_4.csv,Clinical,Medium,"[""gastroenterology"", ""gord""]","Ian, a 50yo banker, presents to the GP with chest pain. He describes the pain as burning behind his sternum and does not go anywhere else. He tells you he has had the pain on and off for 3 months and the pain is worse after meals (especially spicy food) and when he lies down at night. Ian tells you this is a different pain to his normal angina pain. He reports no GIT bleeding, no weight loss or loss of appetite and no swallowing difficulty. His past medical history includes stable angina and hypertension which he treats with nitrates PRN and amlodipine (5mg od), respectively. He takes no other medication or supplements and has no allergies. Ian has a family history of heart disease. He smokes a pack of cigarettes a day and has 3-4 beers in the evenings. 
On examination, Ian has a BMI of 30, a respiration rate of 14, pulse rate of 80 and a BP of 135/85. All other signs are normal. ECG is normal and there are no remarkable results on FBE. There is a mild elevation in GGT on liver function tests. 
Which of the following is the MOST APPROPRIATE initial management for Ian?","[""Transfer to ED, cardiac troponins and angioplasty"", ""IV omeprazole, octreotide and urgent gastroscopy"", ""Lose weight, decrease smoking and alcohol, medication review and antacids"", ""Lose weight, decrease smoking and alcohol, antacids and proton pump inhibitor"", ""Antacids and reassurance""]",C,"Lose weight, decrease smoking and alcohol, medication review and antacids",
5. Gastroenterology_Gastroenterology_5.csv,Clinical,Easy,"[""gastroenterology""]","Mrs Jones is a 55 year old female presenting to the GP with a 3 month history of dysphagia and epigastric pain. She describes the pain as burning, and it is worse after meals as well as at night when she lies down to sleep. She reports no haematemesis. 
Which of the following would be the most appropriate next step to confirming a diagnosis?","[""Endoscopy"", ""Further history and examination"", ""H.Pylori urease breath test"", ""Barium studies"", ""pH monitoring""]",B,Further history and examination,
12. Surgery & Anatomy_LL___Spine.csv,Clinical,Medium,"[""ll"", ""lower limb"", ""rheumatology"", ""spine"", ""surgery & anatomy""]","Josh,
 a 21-year-old football player, presents to the ED with pain on the 
medial aspect of the knee. Upon taking a history, the doctor understands
 that Josh was tackled by an opponent, due to which his knee, in 
flexion, was pushed on its lateral aspect with considerable force. Josh 
reported hearing a popping sound on impact, but the anterior and 
posterior drawer tests yield negative results. Further examination 
reveals tenderness on the medial joint line of the knee, and the valgus 
stress test provides a positive result. Which of the following 
structures is most likely to be damaged, and which other structures are 
prone to damage alongside it?","[""ACL is torn, MCL and medial meniscus at risk"", ""MCL is torn, ACL and medial meniscus at risk"", ""PCL is torn, ACL and MCL at risk"", ""Medial meniscus is torn, ACL and MCL at risk"", ""LCL is torn, ACL and MCL at risk""]",B,"MCL is torn, ACL and medial meniscus at risk",
5. Gastroenterology_Gastroenterology_6.csv,Clinical,Medium,"[""gastroenterology""]","A 39-year-old male presents with unexplained weight loss and progressively worsening epigastric pain within the past 2 months. He explains that he has become occasionally nauseous and feels full earlier into meals than usual. He is a heavy smoker of a 30-pack-year history, but does not drink alcohol or have a history of peptic ulcers or gastritis. He has a family history of cancer, with his father and his uncle both having stomach cancer at 42 and 57 years of age respectively, and his grandmother had breast cancer.
An endoscopy is performed and a biopsy taken. Which of the following would be the most likely diagnosis?","[""Squamous cell carcinoma of the oesophagus"", ""Diffuse gastric cancer"", ""Gastrointestinal stromal tumour"", ""MALT lymphoma"", ""Intestinal-type adenocarcinoma""]",B,Diffuse gastric cancer,
4. Respiratory_Respiratory_4.csv,Clinical,Medium,"[""empyema"", ""respiratory""]","A 73 year old man presents to his GP with a productive cough and breathlessness. He was diagnosed with community acquired pneumonia and treated with a course of oral antibiotics
Two weeks later the man represents to the GP with fever, increased breathlessness and left sided chest pain. He is lethargic, anorexic and has lost weight. He has a past smoking history of 50 pack years and has insulin controlled type 2 diabetes mellitus. 
On examination, he looks unwell and his vitals are:
Temperature: 38.4oC 
Blood pressure: 90/60 mmHg
Pulse rate: 110 beats/minute 
Respiratory rate: 28 breaths/minute
He has a dullness to percussion and decreased breath sounds at the left lung base.  
A CT chest is performed:
<INSERT PICTURE HERE>
What is the most likely cause of his deterioration?","[""Empyema"", ""Haemothorax"", ""Lung abscess"", ""Parapneumonic effusion"", ""Pneumonia""]",A,Empyema,
3. Cardiology_Cardio_6.csv,Clinical,Easy,"[""cardiology""]","A 25-year-old female presents to the GP with complaints of increasing shortness of breath, fatigue and palpitations. She has had no cough or coryzal symptoms but has noted a one week history of fever, arthralgia and fatigue prior to her current symptoms. She is a non-smoker with no history of high cholesterol or high blood pressure and is not on any medications. Further history reveals no relevant cardiac diseases.
Her vital signs are all within the normal range except for HR 120bpm and temperature 38.1. Peripheral oedema and jugular venous distention are noted on physical examination.
Her ECG results indicate sinus tachycardia with t-wave inversion and saddle-shaped ST elevations, however her coronary angiogram is normal. A chest x-ray shows cardiomegaly and evidence of pulmonary congestion. An endomyocardial biopsy shows histological findings of lymphocytic infiltrates with myocyte necrosis.
What is the most likely diagnosis?","[""Acute coronary syndrome"", ""Acute myocarditis"", ""Rheumatic heart disease"", ""Coronary vasospasm"", ""Pulmonary embolism""]",B,Acute myocarditis,
2. Revision Quizzes_Psychiatry.csv,Clinical,Medium,"[""depression"", ""psychiatry"", ""revision quizzes""]","Miss Emily-Rose Hicks is a 32 year old primary school teacher who presents to her General Practitioner with a recent history of sleep disturbance and some anxiety around her work, and she has found herself taking days off work to cope. On further questioning she has lost interest in going out on weekends and is no longer going to yoga classes which she used to regularly attend. She also reports some difficulty concentrating and has experienced some passive thoughts of death, but no active suicidal ideation. She separated from her partner 2 months ago, and is living with her 2 children, who are 3 and 5 years old. Her only regular medication is the combined oral contraceptive pill, which she has been taking for the last 2 years and she is hesitant to take any other medication. On examination, her BMI is 29.2, her blood pressure is 128/80mmHg and pulse rate 88 beats per minute. After conducting a thorough assessment, what would be the most appropriate initial management for this woman?","[""Commence mirtazapine"", ""Commence sertraline mane"", ""Commence temazapam nocte"", ""Offer reassurance and lifestyle advice including exercise"", ""Refer for cognitive behavioural therapy""]",E,Refer for cognitive behavioural therapy,
12. Surgery & Anatomy_LL___Spine.csv,Preclinical,Hard,"[""ll"", ""lower limb"", ""rheumatology"", ""spine"", ""surgery & anatomy""]","Jenny, a 43-year-old woman presents to her GP with pain 
after prolonged walking, as well as sharp pain and paraesthesia on the 
plantar aspect of her foot. Her GP, after taking a history and 
performing appropriate examinations, concludes that she has posterior 
tarsal tunnel syndrome (posteromedial to medial malleolus), and that the
 nerve within this tunnel is being compressed. Which nerve is being 
compressed, and which of the following structures also passes through 
the tarsal tunnel?","[""Tibial nerve, tibialis posterior m. tendon"", ""Tibial nerve, tibialis anterior m. tendon"", ""Tibial nerve, flexor digitorum brevis m. tendon"", ""Deep peroneal (fibular) nerve, tibialis posterior m. tendon"", ""Deep peroneal (fibular) nerve, tibialis anterior m. tendon""]",A,"Tibial nerve, tibialis posterior m. tendon",
12. Surgery & Anatomy_Ophthal_2.csv,Clinical,Easy,"[""ophthalmology"", ""optic neuritis"", ""surgery & anatomy""]","A 34 year old female presents to the emergency department with an acute loss of vision in her left eye. Her visual changes initially started one week ago as blurred vision and eventually progressed to being unable to see out of her left eye. The vision loss is associated with retro-orbital pain, worse on movement . She does not have a history of any ophthalmic conditions and recently recovered from a viral URTI.
On examination, her vitals are within normal limits and gross appearance of her left eye is normal. Her visual acuity on the left eye is  20/20 and 20/20 on her right. There is an afferent pupillary defect noted in her left eye and  fundoscopy shows optic disc swelling.  The remainder of the neurological and ophthalmological findings were normal.
What is the most likely diagnosis?","[""Stroke"", ""Optic Neuritis"", ""Acute Angle Closure Glaucoma"", ""Temporal Arteritis""]",B,Optic Neuritis,
12. Surgery & Anatomy_LL___Spine.csv,Clinical,Medium,"[""anatomy"", ""fracture"", ""ll"", ""lower limb"", ""spine"", ""surgery & anatomy""]","Jack,
 a 75-year-old man presents to ED after falling on his hip while going 
on a walk. He was brought to the hospital by his neighbour. The 
emergency physician ordered an x-ray, and the resulting scan is shown 
below.
<INSERT IMAGE HERE>
Which of the following complications is common in this type of fracture?","[""Rupture of the quadriceps muscle tendon"", ""Necrosis of the femoral head"", ""Dislocation of the femur"", ""Obturator nerve palsy"", ""Damage to adductor muscle tendons""]",B,Necrosis of the femoral head,
12. Surgery & Anatomy_Ophthal_1.csv,Clinical,Medium,"[""fundoscopy"", ""ophthalmology"", ""surgery & anatomy""]","A 60 year old male presents to his GP with sudden onset vision loss. He notes that the vision loss was painless and came on over the course of a minute. The patient also reports that he can see out of one half of his eye, but not the other. The GP notes that he has a history of cardiovascular disease and is an ex-smoker.
Which of the following findings is most likely to be present in this patient?","[""Pale retina on\\n     fundoscopy\\n"", ""Nausea and\\n     vomiting\\n"", ""Increased\\n     cup-to-disc ratio on fundoscopy\\n"", ""Flashers or\\n     floaters\\n"", ""Distorted Amsler grid""]",A,Pale retina on\n     fundoscopy\n,
16. Obstetrics & Gynaecology_Gynae_2.csv,Clinical,Medium,"[""obstetrics & gynaecology""]","A 55-year-old woman presents with abdominal bloating. On further questioning, she has not had any bowel changes, no nausea or vomiting and no abdominal pain. Her past medical history includes diabetes, hypertension and menopause at the age of 45. She has not had any surgeries. 
On examination, you note abdominal distention and a mass is felt over the right iliac fossa.
Ultrasound reveals a complex mass of the right ovary measuring 5cm.
Which of the following blood tests is most important to perform next?","[""CA-125"", ""CA-15-3"", ""CA-19-9"", ""Carcinoembryonic antigen"", ""Lactate dehydrogenase""]",A,CA-125,
18. MSK_Rheum__MSKRheum_1.csv,Clinical,Medium,"[""dsdna"", ""rheumatology""]","Amanda is a 32-year-old female who presents to her GP with a fatigue, joint pain and a new rash. She has a polyarthritis affecting her hands, wrist and knees bilaterally with minimal swelling. The rash has presented as violaceous erythema with sharp borders affecting her central face and she has noticed it is particularly prominent after spending time in the sun. 
Which immunological test is most likely to yield a definitive diagnosis in this patient?","[""ANA"", ""Anti-dsDNA"", ""Anti-SS-A (Ro)"", ""Anti-Cardiolipin"", ""Scl-70""]",B,Anti-dsDNA,
8. Haematology_Haematology_3.csv,Clinical,Medium,"[""haematology""]","A 68 year old male comes into the GP for his annual check up. He complains of an itchy feeling all over his body in the past 3 months.
On examination, the patient is observed to be jaundiced. Pallor of the conjunctiva is observed. His vitals are normal and he is currently on antihypertensives and anticoagulants due to a mechanical prosthetic valve replacement 3 years ago. On further questioning, his stool and urine colour remain normal.
His LFT results report elevated levels of unconjugated bilirubin with no other significant findings. From his FBE results, his Hb levels are 110g/L (normal >130g/L), MCV 89μm3 (normal: 80-100) and he has a normal haptoglobin level. All other cell lines were within normal ranges. A blood film was ordered and schistocytes were reported. 
Which of the following options could explain his symptoms?","[""Paravalvular leak causing haemolysis"", ""Macroangiopathic Haemolytic Anaemia"", ""Microangiopathic Haemolytic Anaemia"", ""Chronic Liver Disease"", ""Thalassaemia Minor""]",B,Macroangiopathic Haemolytic Anaemia,
18. MSK_Rheum__MSKRheum_2.csv,Clinical,Hard,"[""bone spurs"", ""rheumatology""]","A 60 year old woman presents to her GP with a one year history of worsening lower back pain. This pain troubles her the most at night, and often keeps her awake.
She also describes a more recent shooting pain down her legs. This pain is aggravated by movement, and relieved when she sits down and leans forward. The patient has been taking paracetamol but finds that it does not help. She is otherwise well. The GP orders an X-ray.
What is the most likely finding on X-ray?","[""Herniated disc"", ""Bone spurs"", ""Vertebral crush fracture"", ""Syndesmophytic ankylosis"", ""Lytic lesions""]",B,Bone spurs,
12. Surgery & Anatomy_LL___Spine.csv,Clinical,Medium,"[""ll"", ""lower limb"", ""rheumatology"", ""spine"", ""surgery & anatomy""]","Janine,
 a 13-year-old student and avid volleyball player, presents to her GP 
with a bump on the anterior aspect of her knee with associated pain. 
Upon examination, the GP notices that the bump is tender. Additionally, 
Janine experiences pain on resisted knee extension. She undergoes an 
x-ray in order to confirm the diagnosis. This x-ray was as follows.
<INSERT IMAGE HERE>
Which of the following diagnoses is most likely to be the correct?","[""Osteoarthritis of the knee joint"", ""Osgood Schlatter syndrome"", ""Fracture of the proximal tibia"", ""Patellar dislocation"", ""Rheumatoid arthritis""]",B,Osgood Schlatter syndrome,
3. Cardiology_Cardio_6.csv,Preclinical,Medium,"[""cardiology""]","A 54-year-old woman presents to her GP with a 2 month history of anxiety, weight loss and sleeplessness, complaining of palpitations and dyspnoea.
Her pulse rate is 140 bpm and irregular, and her blood pressure is 90/55 mmHg. On general appearance, she looks thin, and is jittery. The palms of her hands are sweaty and have fine tremors. She has a palpable, smooth goitre, and bilateral exophthalmos.
Which of the following heart rhythms does she most likely have?","[""Atrial Fibrillation"", ""Torsades de Pointes"", ""Sinus Tachycardia"", ""Atrial Flutter"", ""Ventricular Fibrillation""]",A,Atrial Fibrillation,
7. Neurology_Neuro_2.csv,Clinical,Medium,"[""brain tumour"", ""neurology""]","Brad is a 47 year old man who presents to the GP clinic with a history of worsening headaches. He reports that he has always suffered from recurrent headaches which resolves with some paracetamol. However, this time the headache is persisting for weeks and seems to be getting worse. He reports a dull, constant pain in the front part of his head which is worse when he bends over, coughs & sneezes.
His past medical history is unremarkable, and his vital signs are all within normal range. On examination, he appears to have some weakness in his right side.
The astute GP refers him to a neurosurgeon and organises a MRI beforehand. On the MRI, it is discovered Brad has a space occupying lesion in his frontal cortex that crosses the midline, with a pattern of intense rim enhancement with central clearing.
The neurosurgeons organises a biopsy which discovers the following:
Presence of pseudopalisading tumour cells (elongated with hyperchromatic nuclei)
Stains positive for glial fibrillary acidic protein (GFAP)
What is the MOST LIKELY diagnosis for Brad?","[""Oligodendroglioma"", ""Glioblastoma Multiforme"", ""Pilocytic Astrocytoma"", ""Meningioma"", ""Medulloblastoma""]",B,Glioblastoma Multiforme,
2. Revision Quizzes_Psychiatry.csv,Clinical,Medium,"[""illness anxiety disorder"", ""psychiatry"", ""revision quizzes""]","Mrs Kay, a 40-year-old woman visits her GP. She is extremely worried she has developed bowel cancer and is requesting a colonoscopy. She denies any bowel changes, weight loss or loss of appetite. When further questioned she has no particular symptoms she is concerned about. Last month, another GP in the clinic organised a colonoscopy for Mrs Kay, which demonstrated no polyps or cancerous changes. Despite this, she cannot stop worrying that she has developed bowel cancer and is terrified she will die.
Her past medical history is uneventful, apart from mild asthma for which she occasionally uses Ventolin. Her GP does note, however, that she has had several appointments over the last year where she presented with concerns about several different illnesses including breast cancer and diabetes. She is on no regular prescribed medications but does take a host of multivitamins and supplements daily. She has no family history of bowel cancer. Her mother passed away unexpectedly at the age of 41 from a pulmonary embolism.
Socially, she lives at home with her husband Frank.
On examination she appears comfortable yet anxious. She has a BMI of 20 and her vitals are stable. There are no other abnormal examination findings.
What is the most likely diagnosis?","[""Factitious disorder"", ""Malingering disorder"", ""llness anxiety disorder"", ""Somatic symptom disorder"", ""Conversion disorder""]",C,llness anxiety disorder,
4. Respiratory_Respiratory_5.csv,Preclinical,Medium,"[""respiratory""]","A distressed mother brings her 6 year old son into the ED. She claims that earlier during the day, he was lying on his right side chewing a carrot when he suddenly began to gasp for air. She assumes that he had inhaled a piece.
Which lung lobe is the piece of carrot most likely located?","[""Posterior segment of left upper lobe"", ""Posterior segment of right upper lobe"", ""Superior segment of the right inferior lobe"", ""Superior segment of the left inferior lobe"", ""Superior segment of the middle lobe (right lung)""]",B,Posterior segment of right upper lobe,
3. Cardiology_Cardio_6.csv,Clinical,Medium,"[""cardiology""]","A 3-month-old girl was brought into the ED by her parents with complaints of intermittent blueness in lips, agitation, poor feeding associated with diaphoresis and exertional dyspnoea for a duration of 2 days. She is otherwise healthy and has no significant past history or family history.
Physical examination showed the patient to be alert and responsive with vital signs all within normal limits. However, oxygen saturation was down to 80% on room air. Palpation of the heart revealed a prominent right ventricle impulse with a systolic thrill and auscultation revealed a systolic murmur.
All other examinations were unremarkable. 
An echocardiogram revealed a degree of obstruction of the RV outflow tract and an ECG showed right axis deviation and right ventricular hypertrophy.
Which of the following is not an acceptable choice of management for this patient?","[""Knee-chest position"", ""IV Prostaglandins"", ""IV Fluid bolus"", ""Supplemental oxygen"", ""IV Beta blocker""]",B,IV Prostaglandins,
9. Nephrology & Urology_Nephrology___Urology_1.csv,Clinical,Hard,"[""nephrology"", ""nephrology & urology"", ""uraemic pericarditis"", ""urology""]","Bill is a 65 year old man with end-stage kidney disease (ESKD) on haemodialysis. His ESKD is presumed to be due to a long history of poorly controlled T2DM and hypertension. He has poor health literacy and compliance with therapy; he has not seen his nephrologist for several months and occasionally misses dialysis sessions.
He is brought by his wife to the emergency department of his local tertiary hospital on a Monday morning acutely confused and dyspnoeic with central chest pain. He is noted to be 8kg above his dialysis base weight, and on examination has pitting oedema to mid-thighs. 
A chest X-ray reveals pulmonary oedema and small bilateral pleural effusions. An ECG is also performed which demonstrates global ST elevation.
Which of the following is the most important initial intervention?","[""IV Frusemide"", ""Haemodialysis"", ""NSAID"", ""Colchicine"", ""Drain Pleural Effusions""]",B,Haemodialysis,
12. Surgery & Anatomy_Surgery_4.csv,Clinical,Easy,"[""surgery"", ""surgery & anatomy""]","A 25 year old Mediterranean man presents to the emergency department with a painful lump on his buttocks.  
He first noticed the lump 2 days ago and it was associated with intermittent purulent discharge. The lump is exquisitely tender and he describes his pain as 9/10. He denies any change in bowel habit, hematochezia, fever/ chills/shakes or weight loss.
He is a relatively well man and works as a truck driver. He has been struggling with obesity and is contemplating gastric sleeve surgery. He does not smoke and drinks 2 beers every day after finishing work.
On examination, his vital signs are within normal limits. Inspection of the lump, reveals 5mm swollen, erythematous mass within the inter-gluteal region. There is no obvious discharge and the lump is tender on palpation.
Flexible sigmoidoscopy reveals no obvious disturbances in the anal mucosa.
What is the MOST LIKELY diagnosis?","[""Folliculitis"", ""Cellulitis"", ""Internal hemorrhoids"", ""Pilonidal\\nabscess"", ""Perianal fistula""]",D,Pilonidal\nabscess,
